"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Science Robotics","SCI ROBOT","2470-9476","2470-9476","ROBOTICS - SCIE","9,760","25","Q1","5.41","0"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","1526-5161","1536-0075","SOCIAL ISSUES - SSCI","3,325","13.4","Q1","3.6","21.51"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","1526-5161","1536-0075","SOCIAL SCIENCES, BIOMEDICAL - SSCI","3,325","13.4","Q1","3.6","21.51"%,
"Annual Review of Control Robotics and Autonomous Systems","ANNU REV CONTR ROBOT","N/A","2573-5144","ROBOTICS - SCIE","1,278","13.4","Q1","2.67","1.43"%,
"ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING","ROBOT CIM-INT MANUF","0736-5845","1879-2537","ROBOTICS - SCIE","9,919","10.4","Q1","2.1","10.85"%,
"Social Issues and Policy Review","SOC ISS POLICY REV","1751-2395","1751-2409","SOCIAL ISSUES - SSCI","1,170","9.4","Q1","2.76","34.48"%,
"TECHNOLOGY IN SOCIETY","TECHNOL SOC","0160-791X","1879-3274","SOCIAL ISSUES - SSCI","9,254","9.2","Q1","3.84","16.82"%,
"TECHNOLOGY IN SOCIETY","TECHNOL SOC","0160-791X","1879-3274","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","9,254","9.2","Q1","3.84","16.82"%,
"INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH","INT J ROBOT RES","0278-3649","1741-3176","ROBOTICS - SCIE","15,570","9.2","Q1","1.8","13.18"%,
"Big Data & Society","BIG DATA SOC","2053-9517","2053-9517","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","3,543","8.5","Q1","3.46","93.02"%,
"Financial Innovation","FINANC INNOV","N/A","2199-4730","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","2,197","8.4","Q1","2.57","99.54"%,
"Journal of Field Robotics","J FIELD ROBOT","1556-4959","1556-4967","ROBOTICS - SCIE","4,814","8.3","Q1","1.52","16.82"%,
"REVIEW OF ECONOMICS AND STATISTICS","REV ECON STAT","0034-6535","1530-9142","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","21,678","8","Q1","2.27","4.81"%,
"Soft Robotics","SOFT ROBOT","2169-5172","2169-5180","ROBOTICS - SCIE","4,937","7.9","Q1","1.66","11.44"%,
"IEEE Transactions on Robotics","IEEE T ROBOT","1552-3098","1941-0468","ROBOTICS - SCIE","22,707","7.8","Q1","1.79","17.44"%,
"Advanced Intelligent Systems","ADV INTELL SYST-GER","N/A","2640-4567","ROBOTICS - SCIE","3,567","7.4","Q2","1.05","80.45"%,
"Trauma Violence & Abuse","TRAUMA VIOLENCE ABUS","1524-8380","1552-8324","SOCIAL WORK - SSCI","6,116","6.4","Q1","1.5","15.38"%,
"SOCIOLOGICAL METHODS & RESEARCH","SOCIOL METHOD RES","0049-1241","1552-8294","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","8,840","6.3","Q1","3.15","16.27"%,
"Journal of Econometrics","J ECONOMETRICS","0304-4076","1872-6895","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","27,471","6.3","Q1","1.98","17"%,
"ECONOMETRICA","ECONOMETRICA","0012-9682","1468-0262","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","44,835","6.1","Q1","2.23","0"%,
"STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL","STRUCT EQU MODELING","1070-5511","1532-8007","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","25,950","6","Q1","1.38","21.48"%,
"ACCIDENT ANALYSIS AND PREVENTION","ACCIDENT ANAL PREV","0001-4575","1879-2057","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","29,330","5.9","Q1","2","11.02"%,
"Journal of Management Analytics","J MANAG ANAL","2327-0012","2327-0039","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","838","5.9","Q1","1.25","2.27"%,
"HUMAN RELATIONS","HUM RELAT","0018-7267","1741-282X","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","13,129","5.7","Q1","2.11","32.45"%,
"IEEE ROBOTICS & AUTOMATION MAGAZINE","IEEE ROBOT AUTOM MAG","1070-9932","1558-223X","ROBOTICS - SCIE","4,682","5.7","Q2","1.04","12.86"%,
"International Journal of Qualitative Methods","INT J QUAL METH","1609-4069","1609-4069","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","8,391","5.4","Q1","2.24","91.51"%,
"SOCIAL SCIENCE & MEDICINE","SOC SCI MED","0277-9536","1873-5347","SOCIAL SCIENCES, BIOMEDICAL - SSCI","59,226","5.4","Q1","1.6","31.44"%,
"POLICY SCIENCES","POLICY SCI","0032-2687","1573-0891","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","3,106","5.3","Q1","1.56","48.11"%,
"IEEE Robotics and Automation Letters","IEEE ROBOT AUTOM LET","2377-3766","2377-3766","ROBOTICS - SCIE","22,125","5.2","Q2","1.22","13.72"%,
"JOURNAL OF RISK RESEARCH","J RISK RES","1366-9877","1466-4461","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","3,961","5.1","Q1","2.5","26.03"%,
"EVOLUTION AND HUMAN BEHAVIOR","EVOL HUM BEHAV","1090-5138","1879-0607","SOCIAL SCIENCES, BIOMEDICAL - SSCI","5,488","5.1","Q1","1.42","29.01"%,
"CHILD MALTREATMENT","CHILD MALTREATMENT","1077-5595","1552-6119","SOCIAL WORK - SSCI","3,480","5.1","Q1","1.38","8.13"%,
"ACM Transactions on Human-Robot Interaction","ACM T HUM-ROBOT INTE","N/A","2573-9522","ROBOTICS - ESCI","533","5.1","N/A","0.95","3.51"%,
"JOURNAL OF HEALTH AND SOCIAL BEHAVIOR","J HEALTH SOC BEHAV","0022-1465","2150-6000","SOCIAL SCIENCES, BIOMEDICAL - SSCI","11,854","5","Q1","1.55","9.09"%,
"IEEE Transactions on Cognitive and Developmental Systems","IEEE T COGN DEV SYST","2379-8920","2379-8939","ROBOTICS - SCIE","2,007","5","Q2","1.12","7.26"%,
"Survey Research Methods","SURV RES METHODS-GER","1864-3361","1864-3361","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","1,096","4.8","Q1","1.76","0"%,
"CHILD ABUSE & NEGLECT","CHILD ABUSE NEGLECT","0145-2134","1873-7757","SOCIAL WORK - SSCI","19,304","4.8","Q1","1.73","13.88"%,
"Stata Journal","STATA J","1536-867X","1536-8734","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","8,305","4.8","Q1","1.61","22.76"%,
"SYSTEM DYNAMICS REVIEW","SYST DYNAM REV","0883-7066","1099-1727","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI","1,554","4.8","Q1","0.94","32.69"%,
"International Journal of Social Robotics","INT J SOC ROBOT","1875-4791","1875-4805","ROBOTICS - SCIE","4,073","4.7","Q2","1.05","41.75"%,
"Adolescent Research Review","ADOLESC RES REV","2363-8346","2363-8354","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","811","4.7","Q1","0.93","26.44"%,
"Journal of Happiness Studies","J HAPPINESS STUD","1389-4978","1573-7780","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","9,207","4.6","Q1","1.67","28.77"%,
"International Journal of Transgender Health","INT J TRANSGEND HEAL","2689-5269","2689-5277","SOCIAL SCIENCES, BIOMEDICAL - SSCI","557","4.6","Q1","1.15","21.64"%,
"International Journal of Transgender Health","INT J TRANSGEND HEAL","2689-5269","2689-5277","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","557","4.6","Q1","1.15","21.64"%,
"AIDS AND BEHAVIOR","AIDS BEHAV","1090-7165","1573-3254","SOCIAL SCIENCES, BIOMEDICAL - SSCI","14,277","4.4","Q1","1.08","18.67"%,
"International Perspectives on Sexual and Reproductive Health","INT PERSPECT SEX R H","1944-0391","1944-0405","SOCIAL SCIENCES, BIOMEDICAL - SSCI","761","4.4","Q1","0.58","0"%,
"ROBOTICS AND AUTONOMOUS SYSTEMS","ROBOT AUTON SYST","0921-8890","1872-793X","ROBOTICS - SCIE","9,742","4.3","Q2","0.84","17.37"%,
"JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION","JASSS-J ARTIF SOC S","1460-7425","1460-7425","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI","1,792","4.2","Q1","1.8","100"%,
"JOURNAL OF MEDICAL ETHICS","J MED ETHICS","0306-6800","1473-4257","SOCIAL ISSUES - SSCI","6,194","4.2","Q1","1.64","22.78"%,
"JOURNAL OF MEDICAL ETHICS","J MED ETHICS","0306-6800","1473-4257","SOCIAL SCIENCES, BIOMEDICAL - SSCI","6,194","4.2","Q1","1.64","22.78"%,
